00	-0.01780879648673768
000	0.005888974428663666
000_in	-0.0017704963738575479
000_people	-0.0023621667224330593
000_to	4.070054633171809e-05
10	0.06648565501664805
10_000	-0.002377005696491334
10_percent	0.0017576273263833107
10_years	0.0006891796611400236
100	0.010052326480156804
100_000	0.0008811211004351975
11	0.10092953608387516
12	0.03342229984942713
13	0.014080205993822623
14	0.03503473785826262
15	0.026153706960450964
15_years	0.0037423963909967426
150	-0.003267839812446367
16	0.05932973601097431
17	0.028684454616658087
18	0.02519495587799739
19	0.01565705149905106
1960s	0.0
1970s	0.001447811698466656
1980	0.00460791812578259
1980s	0.0
1990	0.00019589066309268704
1990s	-0.0019027165649405172
1991	0.005505535929167955
1992	0.005126878234287851
1994	-0.0009928430072891157
1995	0.003990233526663015
1996	0.002059901962874836
1998	0.0033769269738926017
1999	0.01048514903435048
20	0.030684667547091052
20_percent	-0.0036242520942435822
20_years	0.00110907524712553
200	0.0015572322977971246
2000	0.006505397770194842
2001	7.237137814464064e-05
2002	0.00378157864713688
2003	0.0008980472115865494
2004	0.005692555033894599
2005	8.046681983098204e-05
2006	0.01028453383898955
2007	0.0007314255720747102
2008	0.011252677035806014
2009	0.00370565414539308
2010	-0.0035163581946533106
2011	0.01848639340292549
2012	0.012069880228233278
2013	0.01493118902286238
2014	-0.005065502218114911
2014_the	-0.0009796135595499789
2015	-0.0071353781948551255
2015_the	-0.0002804363379815661
2016	0.3943153253711012
2016_at	0.018328438565266905
2016_by	0.05136781086615919
2016_election	-0.008718324065831251
2016_presidential	-0.018994344092189676
2016_the	0.014009690246449272
2017	-0.19582256932899922
2017_the	-0.019323056213971877
2018	-0.014497298425924236
2020	-0.003481188670146566
20th	-0.002304146534097936
21	0.012212309356538047
22	0.025801100156370396
23	0.009550060013671703
24	0.020302052921978675
25	0.026327593721688834
250	-0.00023374226699505706
26	0.07512862835835252
26_2016	0.04323157307249041
27	0.06958197161086782
27_2016	0.050428911172066625
28	0.05358370505075321
28_2016	0.03709467937623643
29	0.021158378231529225
29_2016	0.02114559881956065
30	0.009892780073010362
30_years	0.0001387273935324567
300	0.0035207521737595894
31	0.03160225583953623
32	0.002350744552708556
33	0.008025402195257346
34	0.010944712169150217
35	0.004133218257263061
36	-0.005000092949280626
37	0.0050897103477124655
38	0.00624198608326478
39	0.002044270094886068
40	0.011206773421553
400	0.0012583097663862214
41	0.006206706530706949
42	0.007494944216732742
43	0.015219178974222506
44	0.007015376373413983
45	9.295744229169213e-05
46	0.002901131672473506
47	0.006700336928946004
48	-0.0028745955387124208
49	0.006584097849085224
50	0.008632690191137653
50_000	-0.003550434844930917
500	0.0036655141733901576
51	0.004407410317106148
52	0.004283713299243937
53	0.006005549969900448
54	0.0017296809185047978
55	0.0017361147246010727
58	0.0047934699188014055
60	0.006175128416429693
600	-0.0017978572132734995
65	0.0
70	0.00257736378702269
700	-0.0008780314947163119
75	0.0
80	0.005354041086193248
800	0.0
85	-0.0014140544770569522
8th	0.008782875598300557
90	-0.0028543577145802644
95	0.00048738841296547963
99	-0.01323761106646753
_____	-0.09629531884758999
aaron	-0.016485030552411385
abandon	0.0006030014669696845
abandoned	0.0
abc	-0.007769678524899691
abedin	0.008604162290348967
ability	-0.004260315732981446
ability_to	-0.004760630729754244
able	0.022645781871063354
able_to	0.021490220397255802
abortion	-0.01943296819281681
about	0.0003331123960958723
about_an	0.0006056212653667423
about_her	-0.00017045836819909427
about_his	0.0
about_how	-0.003318691684769045
about_it	0.009941123752479217
about_mr	-0.0011395692063415836
about_that	0.000783145119470748
about_the	0.01720307825853249
about_their	-0.002890372281561208
about_this	0.005414585107758697
about_to	0.013024933168832754
about_what	-0.002252773319441769
about_whether	-0.009492479208468466
above	-0.00371380379370305
above_the	0.0003796818349518871
abroad	-0.003686461337119419
absence	-0.0008510867405943082
absolute	0.00520793335975969
absolutely	0.004153033604563927
abu	-0.004637025581140164
abuse	0.010946432112023468
academic	0.0036946959370354067
academy	-0.0063603518299865805
accept	-0.002461564851209686
accept_the	0.0037653534275478733
acceptable	0.00489902583787643
acceptance	0.0
accepted	0.002533101136316216
accepting	-0.0018502028793789052
access	0.04749192659153195
access_pipeline	0.020887533459793804
access_to	0.002960677420197044
access_to_the	-0.002317612282027142
accident	0.0005081653039038982
accompanied	-0.001948686870597338
according	0.0054439350708024616
according_to	0.004135825355034224
according_to_the	-0.010619893415841823
account	0.005221068811904884
account_of	-0.0036372756147771035
accountability	-0.0004617833464241472
accountable	0.0031274910183463956
accounts	0.006084573678758286
accurate	0.003983895481113586
